u,v,speed,dir_from
-1.1761032993143254,2.2192533666437324,2.5116338260219346,152.07844575903152
-1.1720041361722078,3.3914401747963647,3.5882391439851884,160.93602136459907
-1.1149772270159288,3.4253112619573423,3.6022120229181307,161.96935021005666
-1.0001649341799994,2.954136371612549,3.1188542123105782,161.29573782517502
-1.0279389890757475,2.050753940235485,2.293959522017212,153.3777134803084
-2.146163279359991,3.5988963300531553,4.19023526978418,149.19071556897057
-2.1035921573638916,3.5008779872547495,4.08426818979456,148.99936939143674
-1.9516952688043765,3.14195576581088,3.6987836455496583,148.1526031587244
-1.8757053071802312,2.7845843705264004,3.3574068141891886,146.0356608002367
-1.4738473892211914,3.260239297693426,3.5779025147338275,155.67383256453613
-2.1006385196339004,3.28767425363714,3.901472054007081,147.42371565025886
-2.1631089557300913,3.12167670510032,3.7978817524411834,145.2806818942642
-1.8334745277057996,2.449041735042225,3.059319248415346,143.17964649856964
-0.42923830314116046,3.1436197540976787,3.1727891009704146,172.22476238989546
-2.3952991528944536,1.9273044846274634,3.074404106216686,128.82083503738508
-1.492556528611617,1.2033302242105657,1.9172189806070175,128.8764848447835
-1.1221685734662143,0.9184870719909669,1.4501313073958986,129.30008368864716
-0.05093110691417347,2.1651244326071306,2.1657233863824468,178.65245647981533
-0.19622248953038995,2.2819058678366924,2.29032697557904,175.08519087184345
-0.30011976848949085,2.5005272085016426,2.5184733859811193,173.1559502785782
-0.5692173730243336,3.1876720081676138,3.2380953119709237,169.87549854820003
-1.2071895707737317,2.743177825754339,2.9970537605280234,156.24715758029365
-1.6285055008801548,2.7216867316852915,3.171688640429367,149.10605156330598
-1.4129839593713933,2.765522870150479,3.1055821378231494,152.93622418315277
0.12186518040570346,2.6824783845381304,2.6852451295383837,182.6011627440791
-0.8624401417645542,3.0883567549965596,3.2065168710393124,164.3973247916357
-0.5688983581282876,2.930950901725075,2.98565211138272,169.0154617628673
-0.9472539262338118,2.6039874987168745,2.7709278038662677,160.01010410909032
-0.951053413477811,2.3920615586367515,2.574191347898497,158.31785743280398
-1.0315727103840222,2.8521729816089976,3.032990763887915,160.1159775973121
-0.5970826148986816,2.6319214213978164,2.698799365908283,167.21812011068442
-0.5900692289525812,2.5406424349004575,2.608264878606776,166.92474982556362
-1.1005062623457476,2.0626690821214155,2.33788746003776,151.91851552688914
-1.4885345697402954,3.780467206781561,4.062962892626846,158.5082800369791
-1.8932736461812798,3.9180332530628554,4.351490511472001,154.2092183936024
-2.219435876066034,3.765930956060236,4.3712848881972635,149.4872041461344
